index,district,ward,type_of_housing,legal_paper,price
66619,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,112.5
31079,Hà Đông,Phú La,Nhà phố liền kề,Đã có sổ,136.0
22703,Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,161.67
40813,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,100.0
38604,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,80.56
1966,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,112.12
37618,Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,102.78
56004,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,53.85
38737,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,63.75
59465,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,116.67
50607,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,101.32
5977,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,85.5
33270,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,80.0
71626,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,79.76
51170,Đống Đa,Phương Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,129.45
27390,Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,80.0
40877,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,74.29
39255,Hà Đông,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,111.54
72534,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,140.0
77453,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,110.59
13480,Nam Từ Liêm,Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,88.37
42888,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,86.67
50265,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,70.69
27542,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,101.85
37811,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,82.05
64926,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,93.94
63892,Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,107.55
70720,Hoàng Mai,Đại Kim,Nhà biệt thự,Đã có sổ,125.0
13126,Ba Đình,Nguyễn Trung Trực,"Nhà mặt phố, mặt tiền",Đã có sổ,264.71
59949,Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,157.69
22381,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,90.7
5503,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,88.33
23874,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,57.69
30713,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,88.57
55892,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,100.0
12838,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,123.26
60614,Hoàng Mai,Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
18275,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,81.58
24969,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,105.13
33197,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,82.14
53613,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,70.31
51704,Đống Đa,Khương Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,142.5
42277,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,85.0
81921,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,71.74
26499,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,82.86
20221,Ba Đình,Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,167.89
47703,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,95.0
60099,Nam Từ Liêm,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,65.71
14440,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,111.11
36869,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,50.0
56110,Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,312.95
24932,Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,166.0
63711,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,97.67
9649,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,132.0
13733,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,69.84
5585,Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,253.33
74723,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,96.25
80306,Cầu Giấy,Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,207.14
35762,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,57.38
40608,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,60.38
76636,Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,40.7
22257,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,100.0
39192,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,125.81
16653,Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,88.71
28365,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,77.42
64311,Long Biên,Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,96.62
56691,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,127.5
12377,Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,136.0
1407,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,85.71
51595,Ba Đình,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,97.2
2922,Long Biên,Thạch Bàn,Nhà biệt thự,Đang chờ sổ,66.67
75555,Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,285.71
52534,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,83.33
51097,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,82.5
57289,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,105.26
14946,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,124.0
34220,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,83.82
73253,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,65.0
12856,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,138.46
38979,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,95.96
71292,Ba Đình,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,111.11
44762,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,77.78
4113,Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,87.5
52597,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,63.64
67486,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,62.5
33122,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,207.69
14169,Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,253.85
16520,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,80.0
36393,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,97.5
26459,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,82.81
7340,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,100.0
22105,Huyện Hoài Đức,Xã Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,69.14
24591,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,67.74
9210,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,74.44
23272,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,58.33
10459,Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,112.5
43990,Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,215.38
65005,Hai Bà Trưng,Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,105.56
13085,Hai Bà Trưng,Quỳnh Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,120.0
58099,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,100.0
49658,Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,70.27
41797,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,75.76
36400,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,101.04
62904,Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,91.84
80830,Ba Đình,Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,91.67
78657,Hà Đông,Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,28.67
77985,Hoàn Kiếm,Hàng Buồm,"Nhà mặt phố, mặt tiền",Đã có sổ,566.67
33485,Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,80.56
77203,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,85.71
25961,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,111.43
37702,Huyện Thanh Trì,Xã Ngọc Hồi,"Nhà ngõ, hẻm",Đã có sổ,41.4
74942,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,72.31
13753,Ba Đình,Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,277.78
27624,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,103.95
74623,Nam Từ Liêm,Đại Mỗ,Nhà biệt thự,Giấy tờ khác,163.64
22107,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,102.5
16462,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,80.56
71957,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,41.05
79960,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,92.5
59314,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,111.43
70646,Ba Đình,Vĩnh Phúc,Nhà phố liền kề,Đã có sổ,100.0
47030,Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,62.38
57389,Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,94.29
70610,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,86.0
17887,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,61.89
80967,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,140.0
78842,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,87.5
44477,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,120.0
53239,Long Biên,Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,94.87
14784,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,108.75
76647,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,148.33
77345,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,100.0
39894,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,90.28
33222,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,78.95
54487,Hà Đông,Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,72.5
4104,Huyện Hoài Đức,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,20.24
22585,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,109.52
38993,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,68.75
78175,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,98.85
14078,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,83.33
17252,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,117.65
16784,Ba Đình,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
57805,Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,67.0
51109,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,102.86
51786,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,143.75
17556,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,78.57
62141,Hai Bà Trưng,Phố Huế,"Nhà ngõ, hẻm",Đã có sổ,82.58
1188,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,73.33
45698,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,93.75
34087,Hoàng Mai,Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,42.19
46049,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,108.57
44006,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,150.0
12055,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,62.5
29916,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,57.45
2754,Long Biên,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,34.43
48092,Hai Bà Trưng,Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,82.61
11104,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,83.82
10752,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,93.27
72446,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,84.78
53990,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,91.18
53345,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,244.68
65492,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,66.25
430,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,47.5
13115,Ba Đình,Đội Cấn,Nhà phố liền kề,Đã có sổ,177.05
79947,Đống Đa,Văn Chương,"Nhà mặt phố, mặt tiền",Đã có sổ,63.33
10602,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đang chờ sổ,63.33
46179,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,107.55
69759,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,85.0
12077,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,108.33
63257,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,96.67
6642,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,90.0
71473,Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,95.0
70042,Nam Từ Liêm,Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,80.0
81301,Tây Hồ,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,200.0
61183,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,96.88
80873,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,94.44
6256,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,64.44
34038,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,112.5
44466,Đống Đa,Văn Miếu,"Nhà mặt phố, mặt tiền",Đã có sổ,130.0
60301,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,78.85
51694,Đống Đa,Khương Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,142.5
63516,Hà Đông,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,200.0
25156,Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,64.0
31792,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,88.18
70716,Hà Đông,Kiến Hưng,Nhà phố liền kề,Đã có sổ,104.0
37960,Nam Từ Liêm,Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,53.73
32336,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,68.06
80659,Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,122.22
10997,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,95.0
63441,Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,116.0
52067,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,92.65
23469,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,56.67
69618,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,100.0
78463,Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,312.82
74254,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,141.67
70830,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,82.0
62146,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,85.0
15199,Thanh Xuân,Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
7218,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,78.57
42413,Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,85.71
21920,Hoàng Mai,Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,101.16
15207,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,92.0
80309,Huyện Thanh Trì,Xã Tam Hiệp,"Nhà ngõ, hẻm",Đã có sổ,55.0
50174,Hà Đông,Phúc La,Nhà phố liền kề,Đã có sổ,162.73
44894,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,140.0
5407,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,90.71
41840,Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,162.73
76775,Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,100.0
46793,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,56.94
23485,Huyện Gia Lâm,Thị trấn Yên Viên,"Nhà mặt phố, mặt tiền",Đã có sổ,40.77
52559,Hoàng Mai,Yên Sở,Nhà biệt thự,Đã có sổ,102.86
36837,Thanh Xuân,Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,178.46
71821,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,100.0
25751,Long Biên,Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,95.12
46913,Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,70.15
47638,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,58.89
39365,Huyện Đông Anh,Xã Vân Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,32.61
66802,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,66.33
46932,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,63.38
59061,Đống Đa,Quốc Tử Giám,"Nhà mặt phố, mặt tiền",Đã có sổ,351.43
74686,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,126.67
10027,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,118.33
2420,Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,81.4
56299,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,87.84
81702,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,121.05
2780,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,109.38
48688,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,165.71
39896,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,126.56
38612,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,94.12
27493,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,85.29
51844,Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,93.79
51842,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,95.0
11908,Hà Đông,Yết Kiêu,"Nhà ngõ, hẻm",Đã có sổ,80.0
15888,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,100.0
46152,Đống Đa,Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,90.0
